CODIGO_ORGANIZACAO;NOME_GRUPO;TIPO_TICKET;STATUS_TICKET;DT_CRIACAO;DT_ATUALIZACAO;BK_TICKET;PRIORIDADE_TICKET
T14245;PC - Financeiro;question;closed;30/10/2024;18/11/2024;21655939;normal
TC7801;TOTVS Chef Corporativo;question;closed;27/01/2025;30/01/2025;22468026;high
TDC0T5;Fábrica Consinco;question;closed;18/02/2025;19/03/2025;22719638;low
TEZKQY;PRIME RM RH;question;closed;08/03/2024;22/03/2024;19557931;normal
T11454;PC - Financeiro;question;closed;12/11/2024;27/11/2024;21777289;low
T78658;Datasul Recursos Humanos;question;closed;06/08/2024;21/08/2024;20891211;low
T01901;Protheus Manufatura;question;closed;07/03/2024;20/03/2024;19553836;normal
TFCJST;Cloud Customer Success;question;closed;18/07/2024;04/08/2024;20740353;normal
T53735;Parceiros Datasul Neogrid Atendimento;question;closed;05/12/2024;16/12/2024;21996001;low
T96701;RM Gestão de Pessoas & SSO;question;closed;21/02/2024;04/03/2024;19403265;low
T12377;Protheus Manufatura;question;closed;28/03/2024;09/04/2024;19746225;high
TFDPNU;TOTVS Chef Corporativo;question;closed;09/02/2024;06/03/2024;19306461;low
T56018;RM Gestão de Pessoas & SSO;question;closed;26/01/2024;07/02/2024;19162405;high
T61500;Protheus Automação Comercial;question;closed;25/01/2024;14/02/2024;19151940;normal
TFBSPA;PC - Financeiro;question;closed;11/03/2025;20/03/2025;22893129;low
TDC1KY;Consinco Recebimento e Expedição de Loja;question;closed;31/01/2024;20/02/2024;19195590;low
TFDEBT;AGT CLOUD RM STD;question;closed;19/11/2024;30/11/2024;21843216;low
TFDEDL;AGT CLOUD RM STD;question;closed;05/02/2024;05/02/2024;19233229;low
TEXVI3;AGT CLOUD RM STD;question;closed;28/11/2024;04/12/2024;21929966;low
TFBZ49;TOTVS Chef Corporativo;question;closed;18/09/2024;02/10/2024;21301198;low
T46457;PRIME RM RH;question;closed;04/02/2025;25/02/2025;22552838;high
T43138;RM Framework;question;closed;07/08/2024;16/08/2024;20903180;low
TFDQTE;Reversão Canc/Ouvidoria;question;closed;24/06/2024;26/07/2024;20505769;normal
TFBMB3;TOTVS Chef Corporativo;question;closed;20/09/2024;03/10/2024;21323840;low
TB1398;PC - Financeiro;question;closed;25/04/2024;07/05/2024;19987334;low
T14511;CST - Contratos Padrão e Select;task;closed;22/01/2025;22/01/2025;22424096;normal
TB4815;PC - Financeiro;question;closed;24/02/2025;06/03/2025;22768942;low
TFAB06;Protheus SPED;question;closed;25/11/2024;04/12/2024;21897964;low
TFDAP1;Logix WMS;question;closed;16/12/2024;31/12/2024;22108507;low
T42079;RM Framework;question;closed;24/02/2025;16/03/2025;22767223;low
TFCXHA;PC - Financeiro;question;closed;05/02/2024;15/02/2024;19236905;low
TCBG82;TOTVS Chef Corporativo;question;closed;02/05/2024;16/05/2024;20032655;normal
TEZM89;RM Gestão de Pessoas & SSO;question;closed;26/03/2024;16/04/2024;19728380;normal
TFDGNH;Protheus Manufatura;problem;closed;11/11/2024;12/11/2024;21767189;normal
T11318;PC - Financeiro;question;open;24/03/2025;24/03/2025;23032490;normal
TFCVN8;Consinco Contábil;question;closed;08/11/2024;18/12/2024;21747731;low
T61500;Datasul Recursos Humanos;question;closed;08/01/2025;08/01/2025;22271192;normal
T03013;Parceiros Datasul Neogrid Atendimento;question;closed;06/08/2024;15/08/2024;20891208;normal
TFCS32;Reversão Canc/Ouvidoria;question;solved;11/03/2025;20/03/2025;22908873;normal
T49432;PRIME RM RH;question;closed;13/02/2025;27/02/2025;22675474;normal
T74473;Protheus Automação Comercial;question;closed;08/08/2024;22/08/2024;20924990;low
T61500;Protheus SPED;question;closed;28/03/2024;10/04/2024;19746260;normal
T10869;Protheus Manufatura;question;closed;02/01/2024;18/01/2024;18924528;high
T78206;Datasul Recursos Humanos;question;closed;11/03/2025;20/03/2025;22901160;low
TFCI28;AGT CLOUD RM STD;question;closed;05/07/2024;11/07/2024;20611552;low
T16800;Protheus SPED;task;hold;10/10/2024;13/03/2025;21486209;low
T53357;Logix Controladoria;question;closed;15/04/2024;27/05/2024;19900554;normal
TEZEHW;Fábrica Consinco;question;closed;16/07/2024;11/11/2024;20704594;normal
TCAWRC;TOTVS Chef Corporativo;question;closed;30/01/2025;13/02/2025;22512853;low
TFDTRI;AGT CLOUD RM STD;question;closed;18/12/2024;26/12/2024;22135128;low
TFBZGS;AGT CLOUD RM STD;question;closed;10/12/2024;12/12/2024;22048860;low
T46457;PRIME RM RH;question;closed;11/03/2024;25/03/2024;19572617;normal
T61585;Datasul Recursos Humanos;question;closed;12/12/2024;30/12/2024;22076929;low
TEZOOU;Parceiros Datasul Neogrid Atendimento;question;closed;15/01/2024;05/02/2024;19038791;normal
T17078;Protheus Manufatura;question;closed;30/08/2024;12/09/2024;21114094;normal
TB1645;PC - Financeiro;question;closed;12/11/2024;25/11/2024;21783534;normal
TEXVIX;Protheus Automação Comercial;question;closed;20/11/2024;09/12/2024;21856940;high
TEZGIV;Protheus Manufatura;question;closed;27/03/2024;08/04/2024;19731568;low
TFDCGT;AGT CLOUD RM STD;question;closed;28/06/2024;04/07/2024;20548548;high
TEZN39;Protheus SPED;question;closed;21/06/2024;02/07/2024;20493473;low
TFDBUD;Protheus Automação Comercial;incident;closed;07/05/2024;19/06/2024;20072333;low
T31057;AGT CLOUD RM STD;question;closed;02/12/2024;02/12/2024;21957327;normal
TB2947;PC - Financeiro;question;closed;04/02/2025;12/02/2025;22555790;low
TFCVIC;Protheus SPED;question;closed;06/05/2024;15/05/2024;20061483;low
TB1339;PC - Financeiro;question;closed;05/11/2024;25/11/2024;21703505;low
TFCIXR;TOTVS Chef Corporativo;question;closed;24/02/2025;11/03/2025;22770926;normal
TFBRJZ;AGT CLOUD RM STD;question;closed;10/10/2024;10/10/2024;21488287;low
T31446;Datasul Mercado Internacional;question;closed;08/02/2024;21/02/2024;19293382;normal
TFDAP1;Logix WMS;question;closed;26/04/2024;08/05/2024;19999877;normal
TCAL80;TOTVS Chef Corporativo;question;closed;04/11/2024;11/11/2024;21688623;low
T03644;Protheus Manufatura;question;closed;17/10/2024;30/10/2024;21564363;low
TFAB04;Protheus Manufatura;incident;closed;19/07/2024;02/08/2024;20749455;normal
T46457;PRIME RM RH;question;closed;17/08/2024;03/09/2024;21006486;low
T07499;Prime Supermercados - Consultoria;question;closed;18/06/2024;02/07/2024;20457447;normal
T03546;AGT CLOUD RM STD;question;closed;16/04/2024;20/04/2024;19902481;normal
TCAIVC;TOTVS Chef Corporativo;problem;closed;01/10/2024;11/10/2024;21397195;normal
TB2915;PC - Financeiro;question;closed;30/04/2024;14/05/2024;20021125;low
T40143;RM Framework;question;closed;03/04/2024;19/04/2024;19779122;low
TB2947;PC - Financeiro;question;closed;16/12/2024;08/01/2025;22094183;low
TFDOM0;TOTVS Chef Corporativo;question;solved;10/03/2025;18/03/2025;22878526;low
TFDNGM;TOTVS Chef Corporativo;question;closed;26/09/2024;09/10/2024;21369342;low
TFDO81;TOTVS Chef Corporativo;question;closed;06/03/2025;20/03/2025;22854605;low
TFDFR2;PC - Financeiro;question;closed;03/03/2025;06/03/2025;22829135;low
T12377;TOTVS WMS SaaS;problem;closed;20/02/2025;26/02/2025;22741433;high
TFCQGF;Reversão Canc/Ouvidoria;question;closed;29/07/2024;28/08/2024;20817601;normal
T94503;Protheus SPED;question;closed;27/01/2025;12/02/2025;22470088;low
TB3721;PC - Financeiro;question;closed;27/11/2024;06/12/2024;21922446;low
T74657;Datasul Recursos Humanos;question;closed;15/04/2024;24/04/2024;19886664;low
TEZJ23;Parceiros Datasul Neogrid Atendimento;question;closed;20/11/2024;09/12/2024;21856373;normal
T08492;Protheus SPED;question;closed;12/12/2024;31/12/2024;22071747;low
TC0263;PC - Financeiro;question;closed;26/09/2024;14/10/2024;21365460;low
T25978;AGT CLOUD RM STD;question;closed;08/02/2024;15/02/2024;19286025;low
TCAL80;TOTVS Chef Corporativo;question;closed;18/03/2024;11/04/2024;19654552;high
T17348;Protheus Automação Comercial;question;closed;25/02/2025;14/03/2025;22782991;low
T61412;SST by NG (Quírons);question;closed;25/03/2024;10/04/2024;19715164;low
TFCVVU;AGT CLOUD RM STD;question;closed;15/02/2024;21/02/2024;19344178;low
TB5707;PC - Financeiro;question;closed;21/01/2025;30/01/2025;22418295;low
TFCA40;Prime Supermercados - Consultoria;question;closed;28/11/2024;09/01/2025;21936049;normal
T52926;AGT CLOUD RM STD;question;closed;30/09/2024;30/09/2024;21389694;low
TFCPX2;Protheus SPED;question;closed;20/12/2024;09/01/2025;22160392;high
TEWBPM;SOUTH CLOUD STD CRÍTICOS;incident;closed;18/01/2024;24/01/2024;19076953;urgent
TFDO85;TOTVS Chef Corporativo;question;closed;10/07/2024;24/07/2024;20654168;low
TEVVTC;Protheus Manufatura;question;closed;23/04/2024;03/05/2024;19964823;low
TFCWQY;Consinco Recebimento e Expedição de Loja;question;closed;06/05/2024;20/05/2024;20063722;low
TB3150;AMS Winthor;question;open;17/02/2025;17/03/2025;22701747;low
TCAIVC;TOTVS Chef Corporativo;question;closed;17/07/2024;31/07/2024;20725103;low
T49432;RM Framework;question;closed;25/03/2024;11/04/2024;19715111;low
T52372;RM Framework;question;closed;11/11/2024;25/11/2024;21762222;low
T48579;AGT CLOUD RM STD;question;closed;21/06/2024;25/06/2024;20488811;low
TEZGCY;Reversão Canc/Ouvidoria;question;closed;05/02/2025;28/02/2025;22574300;normal
T76120;CPT CLOUD DATASUL STD;question;closed;01/08/2024;11/08/2024;20852379;normal
T07499;Consinco Recebimento e Expedição de Loja;question;closed;09/07/2024;29/07/2024;20635557;low
T48579;AGT CLOUD RM STD;question;closed;28/11/2024;04/12/2024;21929092;low
TB2482;PC - Financeiro;question;closed;04/01/2024;15/01/2024;18942734;low
TEXKSA;RM Gestão de Pessoas & SSO;question;closed;07/03/2025;07/03/2025;22859692;normal
T46457;PRIME RM RH;question;closed;22/04/2024;02/05/2024;19955189;normal
TFDOXA;PC - Financeiro;question;closed;17/09/2024;26/09/2024;21287255;low
TEZGIV;Protheus Manufatura;question;closed;23/04/2024;03/05/2024;19966923;normal
T75004;Datasul Recursos Humanos;question;closed;11/03/2024;31/03/2024;19576350;low
T17146;Protheus Automação Comercial;question;closed;24/07/2024;09/08/2024;20789331;low
TFDTMX;TOTVS Chef Corporativo;problem;closed;06/07/2024;18/07/2024;20623715;high
TB3721;PC - Financeiro;question;closed;08/10/2024;09/10/2024;21468676;normal
TAAQPD;Protheus SPED;question;closed;20/03/2024;09/04/2024;19678737;low
TB4815;PC - Financeiro;question;closed;02/10/2024;02/10/2024;21407171;low
TEZDEH;Protheus SPED;question;closed;26/08/2024;05/09/2024;21074511;normal
TFCIXR;TOTVS Chef Corporativo;question;closed;06/11/2024;22/11/2024;21722119;normal
TEZHE7;AGT CLOUD RM STD;question;closed;23/08/2024;23/08/2024;21062757;low
TFBSWH;RM Framework;question;closed;19/09/2024;03/10/2024;21314544;normal
TB4359;PC - Financeiro;question;closed;21/08/2024;03/09/2024;21033515;normal
TAA750;Protheus Automação Comercial;question;closed;19/02/2025;10/03/2025;22727125;low
TEZO13;AGT CLOUD RM STD;question;closed;19/08/2024;26/08/2024;21012155;low
TFDNGM;TOTVS Chef Corporativo;question;closed;21/02/2024;05/03/2024;19400820;low
TEXVI3;AGT CLOUD RM STD;question;closed;03/02/2025;09/02/2025;22529316;low
TFDJMK;Protheus SPED;question;solved;27/02/2025;24/03/2025;22815041;normal
T84733;Datasul Recursos Humanos;task;closed;23/01/2024;19/02/2024;19122067;low
T36438;RM Framework;question;closed;21/02/2025;24/02/2025;22757637;low
TCAWRC;TOTVS Chef Corporativo;question;closed;26/11/2024;09/12/2024;21908119;low
TFDQW1;TOTVS Chef Corporativo;question;closed;01/05/2024;15/05/2024;20028636;normal
TFAB04;Protheus Automação Comercial;question;closed;30/08/2024;10/09/2024;21117316;low
T06925;Parceiros Datasul Neogrid Atendimento;question;closed;26/09/2024;07/10/2024;21368752;normal
T44012;AGT CLOUD RM STD;question;closed;09/01/2025;13/01/2025;22294179;low
T54838;AGT CLOUD RM STD;question;closed;12/02/2025;18/02/2025;22647819;low
T77520;CPT CLOUD DATASUL STD;question;closed;29/01/2025;03/02/2025;22489311;high
TEZOOU;Parceiros Datasul Neogrid Atendimento;question;closed;29/01/2024;29/01/2024;19171015;normal
TDC1NE;Consinco Recebimento e Expedição de Loja;question;closed;27/02/2025;27/02/2025;22810014;normal
T75857;Datasul Recursos Humanos;question;closed;31/01/2024;26/02/2024;19196592;low
TA6145;Protheus SPED;question;closed;08/02/2024;20/02/2024;19287008;low
T14472;Parceiros Datasul Neogrid Atendimento;question;closed;19/06/2024;05/07/2024;20467838;normal
T46585;AGT CLOUD RM STD;question;closed;13/02/2025;17/02/2025;22663897;low
T61500;Datasul Recursos Humanos;question;closed;08/01/2025;08/01/2025;22270373;normal
T32484;RM Gestão de Pessoas & SSO;question;closed;19/06/2024;28/06/2024;20466016;normal
TCAIVC;TOTVS Chef Corporativo;question;closed;26/02/2024;08/03/2024;19441851;normal
TDC0DE;AGT CLOUD RM STD;question;closed;28/05/2024;06/06/2024;20270896;low
T36224;CST - Contratos Padrão e Select;question;open;20/03/2025;24/03/2025;23008529;normal
TFCYW1;AGT CLOUD RM STD;task;closed;13/03/2024;21/03/2024;19603107;low
T08886;Protheus SPED;question;closed;18/07/2024;29/07/2024;20738654;normal
TC0263;TPD CSO;problem;closed;06/02/2024;12/03/2024;19259257;normal
TFCA40;Prime Supermercados - Consultoria;question;closed;12/11/2024;28/01/2025;21772534;low
T62310;Consinco Contábil;question;closed;23/04/2024;16/05/2024;19964958;normal
TDC1J9;Consinco Recebimento e Expedição de Loja;question;closed;13/11/2024;11/12/2024;21803439;low
T55219;Parceiros Datasul Neogrid Atendimento;question;closed;14/10/2024;23/10/2024;21519743;normal
T49432;PRIME RM RH;question;closed;02/07/2024;16/07/2024;20572720;low
T37248;RM Framework;question;closed;16/12/2024;03/01/2025;22101517;low
TFCLHU;Prime - CNI Customizações;question;closed;21/10/2024;04/11/2024;21581406;low
TEZIHY;CPT CLOUD DATASUL STD;question;closed;22/05/2024;28/05/2024;20221359;normal
TEZOD5;TOTVS Chef Corporativo;question;closed;10/02/2024;26/02/2024;19307410;low
T46585;AGT CLOUD RM STD;question;closed;14/02/2025;20/02/2025;22679705;low
T11180;CST - Contratos Padrão e Select;question;closed;11/02/2025;06/03/2025;22634797;low
TFDQW1;TOTVS Chef Corporativo;question;closed;01/07/2024;12/07/2024;20556470;normal
TEZFGO;Protheus SPED;question;closed;08/04/2024;17/04/2024;19822415;normal
TB5383;PC - Financeiro;question;closed;14/01/2025;17/01/2025;22323940;normal
TAAJVL;CST - Contratos Padrão e Select;task;closed;27/02/2025;27/02/2025;22806143;normal
T48579;RM Framework;question;closed;09/07/2024;06/08/2024;20642260;normal
T01205;Protheus Manufatura;question;closed;11/06/2024;24/06/2024;20382726;high
T76286;Datasul Recursos Humanos;question;closed;05/03/2024;25/03/2024;19525001;low
T57575;RM Gestão de Pessoas & SSO;question;closed;31/01/2024;12/02/2024;19196160;normal
T48579;AGT CLOUD RM STD;question;closed;06/06/2024;14/06/2024;20337272;low
TFCH84;Datasul Recursos Humanos;incident;closed;05/02/2024;10/07/2024;19246315;normal
TEXKQZ;RM Framework;question;closed;19/02/2025;28/02/2025;22729163;low
T57397;Logix WMS;question;closed;11/09/2024;20/09/2024;21221513;normal
TEZM89;RM Gestão de Pessoas & SSO;question;closed;29/02/2024;11/03/2024;19472428;low
TFDR21;TOTVS Chef Corporativo;question;closed;16/01/2025;11/02/2025;22367963;low
T10084;RM Framework;question;closed;28/02/2025;12/03/2025;22817051;low
TFCPG1;Protheus SPED;question;closed;04/10/2024;22/10/2024;21432130;low
TEWLPO;Protheus SPED;task;hold;25/10/2024;04/02/2025;21627721;low
TFCOXY;Protheus SPED;question;closed;19/04/2024;08/05/2024;19945462;low
TFDMIO;CST - Contratos Padrão e Select;question;closed;22/10/2024;17/01/2025;21590452;normal
TFDNGM;TOTVS Chef Corporativo;question;closed;31/10/2024;14/11/2024;21674168;low
TEZO13;AGT CLOUD RM STD;question;closed;11/11/2024;18/11/2024;21766981;low
TFCHC3;Datasul Recursos Humanos;question;closed;02/01/2025;15/01/2025;22213753;low
TEZVOV;AGT CLOUD RM STD;question;closed;18/01/2024;21/02/2024;19080431;low
T78253;Datasul Recursos Humanos;question;closed;14/05/2024;23/05/2024;20136782;low
TFCCIT;PC - Financeiro;question;closed;29/01/2025;18/02/2025;22498156;normal
T16800;Protheus Manufatura;problem;closed;09/02/2024;03/04/2024;19295231;normal
TB3744;PC - Financeiro;question;closed;17/10/2024;07/11/2024;21563360;high
TEZKQY;PRIME RM RH;question;closed;28/02/2024;25/03/2024;19468262;low
TFBJS3;Protheus SPED;question;closed;12/07/2024;23/07/2024;20677092;high
T03558;Protheus Manufatura;question;closed;27/03/2024;08/04/2024;19736393;high
TEZDI9;Protheus SPED;question;closed;07/02/2025;18/02/2025;22606149;low
TEZHEF;Protheus Manufatura;question;closed;25/06/2024;05/07/2024;20520327;normal
TC1348;TOTVS Chef Corporativo;problem;closed;01/08/2024;13/09/2024;20850656;low
T74304;Fábrica Datasul Orçamento;task;closed;17/01/2024;15/02/2024;19075396;low
TFCFT6;AGT CLOUD RM STD;task;solved;13/02/2025;21/02/2025;22673578;low
T76474;Protheus SPED;question;closed;06/08/2024;15/08/2024;20890225;low
TEXCMP;Logix Controladoria;question;closed;12/09/2024;23/09/2024;21231882;normal
TFC668;TOTVS Chef Corporativo;question;closed;12/03/2024;26/03/2024;19590886;low
TFBZI2;TOTVS Chef Corporativo;question;closed;18/10/2024;31/10/2024;21569335;normal
TB6594;PC - Financeiro;question;closed;06/02/2025;17/02/2025;22582858;low
T73876;Datasul Recursos Humanos;incident;closed;05/02/2024;19/02/2024;19240168;low
TB1468;PC - Financeiro;problem;closed;23/10/2024;25/11/2024;21605137;low
T13697;Protheus SPED;question;closed;31/12/2024;10/01/2025;22203932;low
TFD879;AGT CLOUD RM STD;question;closed;03/02/2025;09/02/2025;22529336;low
T61384;Datasul Recursos Humanos;question;closed;13/03/2024;01/04/2024;19598106;low
T36224;CST - Contratos Padrão e Select;question;open;20/03/2025;24/03/2025;23008573;normal
T57546;Protheus Manufatura;question;closed;23/04/2024;10/05/2024;19969772;normal
T75023;CPT CLOUD DATASUL STD;question;closed;06/08/2024;12/08/2024;20887579;low
T56348;PRIME RM RH;question;closed;19/02/2025;06/03/2025;22731785;low
TEZIFJ;Protheus SPED;question;closed;28/10/2024;14/11/2024;21637750;normal
TFDA94;AGT CLOUD RM STD;question;closed;05/02/2025;12/02/2025;22561568;low
T52576;PRIME RM RH;question;closed;04/04/2024;18/04/2024;19792862;normal
TFDQA5;Fábrica Consinco;question;closed;03/10/2024;16/12/2024;21429082;normal
TEZHQP;RM Framework;question;closed;12/02/2025;21/02/2025;22659712;low
TB4359;Reversão Canc/Ouvidoria;question;closed;22/01/2025;14/02/2025;22423993;normal
T80566;TOTVS Processos Fiscais;question;closed;05/02/2025;17/02/2025;22562045;low
TFCRVL;TOTVS Chef Corporativo;question;closed;08/02/2024;22/02/2024;19287555;low
T73876;CPT CLOUD DATASUL STD;question;closed;05/02/2024;27/02/2024;19236341;low
TAAHZV;CST - Contratos Padrão e Select;problem;closed;17/02/2025;06/03/2025;22696462;low
T74690;Datasul Recursos Humanos;question;closed;03/04/2024;12/04/2024;19779702;normal
TB1468;PC - Financeiro;problem;hold;26/11/2024;10/12/2024;21909585;high
TB1059;PC - Financeiro;question;closed;20/02/2025;11/03/2025;22739537;normal
TCBNKR;TOTVS Chef Corporativo;incident;closed;21/08/2024;02/09/2024;21039339;normal
TFBZTD;TPD CSO;question;closed;12/01/2024;26/01/2024;19024201;urgent
TEYIZV;Protheus SPED;question;closed;05/07/2024;16/07/2024;20613741;low
TFATQU;Protheus SPED;question;closed;26/03/2024;05/04/2024;19719680;low
T30884;RM Framework;question;closed;20/05/2024;06/06/2024;20197650;low
TFDO85;TOTVS Chef Corporativo;question;closed;24/09/2024;08/10/2024;21346725;low
TDC1KP;Consinco Recebimento e Expedição de Loja;question;closed;21/03/2024;09/04/2024;19691602;normal
T73876;SOUTH CLOUD STD CRÍTICOS;question;closed;22/02/2024;01/03/2024;19419854;low
TFDKKV;AGT CLOUD RM STD;task;closed;16/07/2024;30/07/2024;20704524;low
TFBGUG;PC - Financeiro;question;closed;26/07/2024;26/07/2024;20804577;low
TFDTMX;TOTVS Chef Corporativo;question;closed;10/07/2024;23/07/2024;20651264;low
T84301;Datasul Recursos Humanos;question;closed;05/04/2024;16/04/2024;19807268;normal
T12377;Fluig Squad Documentos;question;closed;25/06/2024;18/07/2024;20512365;normal
TFCYFC;AGT CLOUD RM STD;question;closed;31/01/2024;06/02/2024;19198616;low
TEZDEH;Protheus SPED;question;closed;10/01/2024;22/01/2024;19001047;high
TFDRZX;AGT CLOUD RM STD;question;closed;13/09/2024;22/09/2024;21254227;normal
T75582;Datasul Mercado Internacional;task;closed;13/06/2024;14/03/2025;20407250;normal
TB2947;PC - Financeiro;question;closed;03/12/2024;12/12/2024;21964317;low
TEZO13;AGT CLOUD RM STD;question;closed;30/01/2024;03/02/2024;19181131;low
TFDNKE;CPT CLOUD DATASUL STD;question;closed;03/06/2024;10/06/2024;20305201;high
T46585;AGT CLOUD RM STD;question;closed;02/07/2024;08/07/2024;20571959;low
TFDOY7;TOTVS Chef Corporativo;question;closed;26/07/2024;09/08/2024;20810891;low
